x,y,label,meta
758.5775750291835,12.62,"1 km S of Indios, Puerto Rico",M 2.9
11.22018454301963,5,"87 km W of Karluk, Alaska",M 1.7
63095.73444801943,10,"219 km ESE of Attu Station, Alaska",M 4.2
1412537.5446227526,10,"100 km E of Kirakira, Solomon Islands",M 5.1
17.579236139586932,4.23000001907349,"6 km WNW of Pāhala, Hawaii",M 1.8
7.943282347242822,27.2,"84 km SSE of Port Graham, Alaska",M 1.6
354813.389233576,19.185,"159 km E of Beauséjour, Guadeloupe",M 4.7
10.83926914021204,0.0087,"21 km NNE of Indian Springs, Nevada",M 1.7
11.22018454301963,4.04,"17 km ESE of Balmorhea, Texas",M 1.7
3.981071705534969,4.15000009536743,"8 km NNW of Redwood Valley, CA",M 1.4
4.265795188015925,6.94999980926514,"12 km N of Redwood Valley, CA",M 1.4
354813.389233576,10,"54 km N of El Limón, Venezuela",M 4.7
1.148153621496883,2.26999998092651,"1 km N of The Geysers, CA",M 1.0
14.288939585111036,28.3099994659424,"2 km SW of Pāhala, Hawaii",M 1.8
130.31667784523,5.1399998664856,"6 km NNW of Redwood Valley, CA",M 2.4
1.3182567385564075,1.58000004291534,"2 km NNW of The Geysers, CA",M 1.1
58.88436553555896,31.4599990844727,"12 km NE of Pāhala, Hawaii",M 2.2
3.845917820453536,14.26,"10 km SSW of Idyllwild, CA",M 1.4
3.981071705534969,104.3,"57 km WNW of Nanwalek, Alaska",M 1.4
251188.6431509577,55.438,"3 km WNW of Nuing, Philippines",M 4.6
53.08844442309879,5.90000009536743,"9 km NNW of Redwood Valley, CA",M 2.1
40.27170343254587,29.4599990844727,"11 km NNE of Pāhala, Hawaii",M 2.1
125.89254117941663,6.0999,"58 km S of Whites City, New Mexico",M 2.4
251.18864315095823,72.7,"27 km NW of Susitna, Alaska",M 2.6
4.731512589614804,1.54,"3 km SE of Home Gardens, CA",M 1.4
2.818382931264455,9.4067,"17 km ESE of Balmorhea, Texas",M 1.3
1.7378008287493747,-1.02,"13 km SE of Tehachapi, CA",M 1.2
2.9174270140011673,1.62,"13 km E of Coso Junction, CA",M 1.3
37.58374042884439,30.6700000762939,"4 km SSE of Pāhala, Hawaii",M 2.0
11.22018454301963,112.4,"76 km ENE of Ugashik, Alaska",M 1.7
4.1209751909733,0.430000007152557,"5 km E of San Rafael, CA",M 1.4
2.818382931264455,12.1,"49 km E of Egegik, Alaska",M 1.3
7.943282347242822,8.9197,"12 km SSW of Jal, New Mexico",M 1.6
1.62181009735893,2.11999988555908,"13 km ENE of Cloverdale, CA",M 1.1
8.511380382023768,-0.67,"19 km NNW of Davenport, Washington",M 1.6 · explosion
3.5892193464500535,-0.38,"1 km ENE of Oakville, Washington",M 1.4 · explosion
3.3496543915782793,-0.2,"45 km NE of Holtville, CA",M 1.4 · quarry blast
2.2130947096056377,15,"2 km NNW of Loma Linda, CA",M 1.2
10.83926914021204,8.34000015258789,"11 km N of Redwood Valley, CA",M 1.7
125892.54117941688,515.603,south of the Fiji Islands,M 4.4
2.1379620895022327,3.08999991416931,"3 km NW of The Geysers, CA",M 1.2
89.1250938133745,29.5,"108 km ENE of Chignik, Alaska",M 2.3
4.731512589614804,5.43,"19 km NNE of Indio, CA",M 1.4
354813.389233576,21.574,"119 km ESE of Bitung, Indonesia",M 4.7
555.9042572704037,5.68,"19 km NNE of Indio, CA",M 2.8
1.109174815262401,2.20000004768372,"4 km W of Cobb, CA",M 1.0
1000000,82,"51 km S of Boca de Yuma, Dominican Republic",M 5.0
11.22018454301963,8.2764,"11 km W of Rotan, Texas",M 1.7
1.3182567385564075,7.29,"18 km WSW of Johannesburg, CA",M 1.1
2.7227013080779128,13.2799997329712,"13 km SE of Petrolia, CA",M 1.3
7.943282347242822,13.8,"87 km W of Karluk, Alaska",M 1.6
10.83926914021204,29.37,"14 km SE of Pāhala, Hawaii",M 1.7
501.18723362727144,67.4,"25 km SSE of Ivanof Bay, Alaska",M 2.8
177.8279410038923,5,"49 km NNE of White Mountain, Alaska",M 2.5
1.4125375446227546,13.41,"16 km ESE of Anza, CA",M 1.1
63.095734448019364,27.2,"59 km ESE of Chignik, Alaska",M 2.2
2.818382931264455,13.52,"1 km SE of San Dimas, CA",M 1.3
15.84893192461114,104.5,"53 km WNW of Anchor Point, Alaska",M 1.8
1.8620871366628675,1.87999999523163,"9 km NW of The Geysers, CA",M 1.2
24.831331052955704,6.44999980926514,"12 km ESE of Willits, CA",M 1.9
2.1379620895022327,2.20000004768372,"5 km WNW of Cobb, CA",M 1.2
1.9275249131909358,9.37,"1 km NW of Brawley, CA",M 1.2
707.9457843841374,102.4,"99 km N of Karluk, Alaska",M 2.9
11220184.543019654,50.925,"7 km N of Oshino, Japan",M 5.7
10.115794542598984,6.44000005722046,"11 km ESE of Willits, CA",M 1.7
1.3645831365889254,4.13,"16 km ENE of Ocotillo, CA",M 1.1
89125.09381337442,162.715,"80 km WSW of San Antonio de los Cobres, Argentina",M 4.3
1,8.6182,"28 km WSW of Ackerly, Texas",M 1.0
47.86300923226385,7.45,"17 km WSW of Johannesburg, CA",M 2.1
105.92537251772899,15.05,"8 km W of El Centro, CA",M 2.4
1.9952623149688788,5.5359,"11 km SSW of Jal, New Mexico",M 1.2
2.818382931264455,8.8623,"10 km N of Midland, Texas",M 1.3
1.4621771744567185,2.25999999046326,"8 km W of Cobb, CA",M 1.1
35.0751873952568,0.29,"16 km S of Volcano, Hawaii",M 2.0
51.28613839913648,30.3299999237061,"13 km NE of Pāhala, Hawaii",M 2.1
1995262.314968883,120.479,"7 km NE of Villa El Carmen, Nicaragua",M 5.2
1995262.314968883,10,"52 km NNE of Barkhan, Pakistan",M 5.2
1927.5249131909366,100.680000305176,"20 km ENE of Hōlualoa, Hawaii",M 3.2
3.981071705534969,8.9197,"11 km SSW of Jal, New Mexico",M 1.4
177827941.0038923,42,"34 km WSW of Sarangani, Philippines",M 6.5
251188.6431509577,35,"66 km S of Panguna, Papua New Guinea",M 4.6
31.622776601683793,20.5,"13 km WNW of Valdez, Alaska",M 2.0
1,7.3303,"12 km SSW of Jal, New Mexico",M 1.0
1.62181009735893,15.3,"10 km NE of Fall City, Washington",M 1.1
13.335214321633241,15.8199996948242,"43 km SE of Pāhala, Hawaii",M 1.8
23.988329190194897,15.43,"2 km SW of Indios, Puerto Rico",M 1.9
1.5135612484362087,4.47,"24 km NNW of Searles Valley, CA",M 1.1
7.943282347242822,13.4,"19 km WNW of Ivanof Bay, Alaska",M 1.6
53.08844442309879,0.0019,"18 km NNW of Indian Springs, Nevada",M 2.1
1.5667510701081484,2.66000008583069,"9 km WNW of The Geysers, CA",M 1.1
113.50108156723155,34.5299987792969,"5 km SW of Pāhala, Hawaii",M 2.4
22.38721138568338,8.3121,"10 km ESE of Pearsall, Texas",M 1.9
1.9952623149688788,11.1,"88 km W of Skwentna, Alaska",M 1.2
1.8620871366628675,1.98000001907349,"4 km W of Cobb, CA",M 1.2
19.498445997580454,15.5,"137 km WSW of Adak, Alaska",M 1.9
1.62181009735893,16.86,"12 km NNE of Snoqualmie, Washington",M 1.1
1.148153621496883,1.58000004291534,"6 km WNW of Cobb, CA",M 1.0
31.622776601683793,8.8135,"12 km SSW of Ackerly, Texas",M 2.0
1.8620871366628675,10.88,"17 km ENE of Borrego Springs, CA",M 1.2
1318.2567385564075,20.92,"56 km N of Hatillo, Puerto Rico",M 3.1
7.943282347242822,82.6,"33 km NNW of Chase, Alaska",M 1.6
5.623413251903491,6.2955,"6 km WNW of Hilltop, Texas",M 1.5
251188.6431509577,10,"162 km E of Beauséjour, Guadeloupe",M 4.6
1.3182567385564075,1.97000002861023,"2 km SE of The Geysers, CA",M 1.1
177.8279410038923,17.08,"11 km E of Carnation, Washington",M 2.5
1.4125375446227546,6.0303,"14 km NNW of Sand Springs, Texas",M 1.1
21.6271852372702,5.28,"42 km ESE of Naalehu, Hawaii",M 1.9
1.9952623149688788,14.394,"3 km SSW of New Ipswich, New Hampshire",M 1.2
2.818382931264455,6.0229,"8 km NW of Lindsay, Texas",M 1.3
4.897788193684462,3.50999999046326,"8 km NNW of Redwood Valley, CA",M 1.5
139.63683610559391,19.75,"3 km E of G. L. Garcia, Puerto Rico",M 2.4
35.0751873952568,6.21000003814697,"11 km ESE of Willits, CA",M 2.0
2454.7089156850284,-2.75,"1 km NW of Little America, Wyoming",M 3.3
125892.54117941688,39.212,"99 km ENE of Miyako, Japan",M 4.4
32.734069487883794,2.15000009536743,"4 km W of Cobb, CA",M 2.0
7.943282347242822,100.9,"47 km WNW of Ninilchik, Alaska",M 1.6
2.4547089156850315,9.91,"14 km SSW of Maricopa, CA",M 1.3
32.734069487883794,6.13000011444092,"5 km SW of Ridgemark, CA",M 2.0
6.683439175686149,5.84999990463257,"5 km SW of Ridgemark, CA",M 1.6
2.818382931264455,6.4587,"11 km SSW of Jal, New Mexico",M 1.3
1412537.5446227526,10,south of the Kermadec Islands,M 5.1
